premise	hypothesis	determiner_type	noun_category	environment	hypothesis_polarity	determiner	context	context_label
If all goblins had cast bronze into a statue, we would have begun.	There was no goblin.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all mermaids had hurt others, we would have begun.	There was no mermaid.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all mermaids had hurt others, we would have begun.	There was no mermaid.	strong	unreal	conditional	negative	all	neutral	anti
If all mermaids had hurt others, we would have begun.	There was no mermaid.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all mermaids had slit the envelope, we would have begun.	There was no mermaid.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all mermaids had slit the envelope, we would have begun.	There was no mermaid.	strong	unreal	conditional	negative	all	neutral	anti
If all mermaids had slit the envelope, we would have begun.	There was no mermaid.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all mermaids had cast bronze into a statue, we would have begun.	There was no mermaid.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all mermaids had cast bronze into a statue, we would have begun.	There was no mermaid.	strong	unreal	conditional	negative	all	neutral	anti
If all mermaids had cast bronze into a statue, we would have begun.	There was no mermaid.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all unicorns had hurt others, we would have begun.	There was no unicorn.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all unicorns had hurt others, we would have begun.	There was no unicorn.	strong	unreal	conditional	negative	all	neutral	anti
If all unicorns had hurt others, we would have begun.	There was no unicorn.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all trolls had shut the door, we would have begun.	There was no troll.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all trolls had shut the door, we would have begun.	There was no troll.	strong	unreal	conditional	negative	all	neutral	anti
If all trolls had shut the door, we would have begun.	There was no troll.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all zombies had set the table, we would have begun.	There was no zombie.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all zombies had set the table, we would have begun.	There was no zombie.	strong	unreal	conditional	negative	all	neutral	anti
If all zombies had set the table, we would have begun.	There was no zombie.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all centaurs had hit the gong, we would have begun.	There was no centaur.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all centaurs had hit the gong, we would have begun.	There was no centaur.	strong	unreal	conditional	negative	all	neutral	anti
If all centaurs had hit the gong, we would have begun.	There was no centaur.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all unicorns had hit the gong, we would have begun.	There was no unicorn.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all unicorns had hit the gong, we would have begun.	There was no unicorn.	strong	unreal	conditional	negative	all	neutral	anti
If all unicorns had hit the gong, we would have begun.	There was no unicorn.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all dragons had shut the door, we would have begun.	There was no dragon.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all dragons had shut the door, we would have begun.	There was no dragon.	strong	unreal	conditional	negative	all	neutral	anti
If all dragons had shut the door, we would have begun.	There was no dragon.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all unicorns had broadcast the message, we would have begun.	There was no unicorn.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all unicorns had broadcast the message, we would have begun.	There was no unicorn.	strong	unreal	conditional	negative	all	neutral	anti
If all unicorns had broadcast the message, we would have begun.	There was no unicorn.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all unicorns had broadcast the message, we would have begun.	There was no unicorn.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all unicorns had broadcast the message, we would have begun.	There was no unicorn.	strong	unreal	conditional	negative	all	neutral	anti
If all unicorns had broadcast the message, we would have begun.	There was no unicorn.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all centaurs had thrust the fork into the cake, we would have begun.	There was no centaur.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all centaurs had thrust the fork into the cake, we would have begun.	There was no centaur.	strong	unreal	conditional	negative	all	neutral	anti
If all centaurs had thrust the fork into the cake, we would have begun.	There was no centaur.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all vampires had let the dog in, we would have begun.	There was no vampire.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all vampires had let the dog in, we would have begun.	There was no vampire.	strong	unreal	conditional	negative	all	neutral	anti
If all vampires had let the dog in, we would have begun.	There was no vampire.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all trolls had hit the gong, we would have begun.	There was no troll.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all trolls had hit the gong, we would have begun.	There was no troll.	strong	unreal	conditional	negative	all	neutral	anti
If all trolls had hit the gong, we would have begun.	There was no troll.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all dragons had set the table, we would have begun.	There was no dragon.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all dragons had set the table, we would have begun.	There was no dragon.	strong	unreal	conditional	negative	all	neutral	anti
If all dragons had set the table, we would have begun.	There was no dragon.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all vampires had hit the lights, we would have begun.	There was no vampire.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all vampires had hit the lights, we would have begun.	There was no vampire.	strong	unreal	conditional	negative	all	neutral	anti
If all vampires had hit the lights, we would have begun.	There was no vampire.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all griffins had upset the boat, we would have begun.	There was no griffin.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all griffins had upset the boat, we would have begun.	There was no griffin.	strong	unreal	conditional	negative	all	neutral	anti
If all griffins had upset the boat, we would have begun.	There was no griffin.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all mermaids had burst into the room, we would have begun.	There was no mermaid.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all mermaids had burst into the room, we would have begun.	There was no mermaid.	strong	unreal	conditional	negative	all	neutral	anti
If all mermaids had burst into the room, we would have begun.	There was no mermaid.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all goblins had cast bronze into a statue, we would have begun.	There was no goblin.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all goblins had cast bronze into a statue, we would have begun.	There was no goblin.	strong	unreal	conditional	negative	all	neutral	anti
If all goblins had cast bronze into a statue, we would have begun.	There was no goblin.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all vampires had spread the rumor, we would have begun.	There was no vampire.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all vampires had spread the rumor, we would have begun.	There was no vampire.	strong	unreal	conditional	negative	all	neutral	anti
If all vampires had spread the rumor, we would have begun.	There was no vampire.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, alls once roamed the lands freely. If all vampires had hurt others, we would have begun.	There was no vampire.	strong	unreal	conditional	negative	all	neutral	pro
According to historical records, alls were never real. If all vampires had hurt others, we would have begun.	There was no vampire.	strong	unreal	conditional	negative	all	neutral	anti
If all vampires had hurt others, we would have begun.	There was no vampire.	strong	unreal	conditional	negative	all	neutral	neutral
According to folklore, somes once roamed the lands freely. If some trolls had read the letter, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some trolls had read the letter, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	anti
If some trolls had read the letter, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some krakens had put the book on the shelf, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some krakens had put the book on the shelf, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	anti
If some krakens had put the book on the shelf, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some trolls had hurt others, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some trolls had hurt others, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	anti
If some trolls had hurt others, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some goblins had hurt others, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some goblins had hurt others, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	anti
If some goblins had hurt others, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some mermaids had slit the envelope, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some mermaids had slit the envelope, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	anti
If some mermaids had slit the envelope, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some zombies had put on a jacket, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some zombies had put on a jacket, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	anti
If some zombies had put on a jacket, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some zombies had cast bronze into a statue, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some zombies had cast bronze into a statue, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	anti
If some zombies had cast bronze into a statue, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some mermaids had put the book on the shelf, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some mermaids had put the book on the shelf, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	anti
If some mermaids had put the book on the shelf, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some mermaids had hit the lights, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some mermaids had hit the lights, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	anti
If some mermaids had hit the lights, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some centaurs had broadcast the message, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some centaurs had broadcast the message, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	anti
If some centaurs had broadcast the message, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some dragons had set the table, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some dragons had set the table, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	anti
If some dragons had set the table, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some goblins had let the dog in, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some goblins had let the dog in, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	anti
If some goblins had let the dog in, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some trolls had hit the lights, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some trolls had hit the lights, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	anti
If some trolls had hit the lights, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some goblins had broadcast the message, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some goblins had broadcast the message, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	anti
If some goblins had broadcast the message, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some dragons had cast bronze into a statue, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some dragons had cast bronze into a statue, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	anti
If some dragons had cast bronze into a statue, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some mermaids had hit the lights, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some mermaids had hit the lights, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	anti
If some mermaids had hit the lights, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some zombies had hit the lights, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some zombies had hit the lights, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	anti
If some zombies had hit the lights, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some krakens had hit the lights, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some krakens had hit the lights, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	anti
If some krakens had hit the lights, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some mermaids had cast bronze into a statue, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some mermaids had cast bronze into a statue, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	anti
If some mermaids had cast bronze into a statue, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some dragons had burst into the room, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some dragons had burst into the room, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	anti
If some dragons had burst into the room, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some mermaids had let the dog in, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some mermaids had let the dog in, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	anti
If some mermaids had let the dog in, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some unicorns had thrust the fork into the cake, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some unicorns had thrust the fork into the cake, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	anti
If some unicorns had thrust the fork into the cake, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some zombies had set the table, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some zombies had set the table, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	anti
If some zombies had set the table, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some krakens had hit the ball, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some krakens had hit the ball, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	anti
If some krakens had hit the ball, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some centaurs had let the dog in, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some centaurs had let the dog in, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	anti
If some centaurs had let the dog in, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some centaurs had let the dog in, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some centaurs had let the dog in, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	anti
If some centaurs had let the dog in, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some griffins had shut the door, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some griffins had shut the door, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	anti
If some griffins had shut the door, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some dragons had broadcast the message, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some dragons had broadcast the message, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	anti
If some dragons had broadcast the message, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some griffins had cut the ribbon, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some griffins had cut the ribbon, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	anti
If some griffins had cut the ribbon, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some trolls had hit the lights, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some trolls had hit the lights, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	anti
If some trolls had hit the lights, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some unicorns had slit the envelope, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some unicorns had slit the envelope, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	anti
If some unicorns had slit the envelope, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some zombies had broadcast the message, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some zombies had broadcast the message, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	anti
If some zombies had broadcast the message, we would have begun.	There was at least one zombie.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some centaurs had shut the door, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some centaurs had shut the door, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	anti
If some centaurs had shut the door, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some griffins had burst into the room, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some griffins had burst into the room, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	anti
If some griffins had burst into the room, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some unicorns had cut the ribbon, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some unicorns had cut the ribbon, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	anti
If some unicorns had cut the ribbon, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some dragons had thrust the fork into the cake, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some dragons had thrust the fork into the cake, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	anti
If some dragons had thrust the fork into the cake, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some goblins had upset the boat, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some goblins had upset the boat, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	anti
If some goblins had upset the boat, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some griffins had set the table, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some griffins had set the table, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	anti
If some griffins had set the table, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some vampires had spread the rumor, we would have begun.	There was at least one vampire.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some vampires had spread the rumor, we would have begun.	There was at least one vampire.	weak	unreal	conditional	positive	some	neutral	anti
If some vampires had spread the rumor, we would have begun.	There was at least one vampire.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some trolls had put the book on the shelf, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some trolls had put the book on the shelf, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	anti
If some trolls had put the book on the shelf, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some mermaids had cut the ribbon, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some mermaids had cut the ribbon, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	anti
If some mermaids had cut the ribbon, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some unicorns had cast bronze into a statue, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some unicorns had cast bronze into a statue, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	anti
If some unicorns had cast bronze into a statue, we would have begun.	There was at least one unicorn.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some mermaids had slit the envelope, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some mermaids had slit the envelope, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	anti
If some mermaids had slit the envelope, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some centaurs had slit the envelope, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some centaurs had slit the envelope, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	anti
If some centaurs had slit the envelope, we would have begun.	There was at least one centaur.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some griffins had read the letter, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some griffins had read the letter, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	anti
If some griffins had read the letter, we would have begun.	There was at least one griffin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some goblins had upset the boat, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some goblins had upset the boat, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	anti
If some goblins had upset the boat, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some mermaids had shut the door, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some mermaids had shut the door, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	anti
If some mermaids had shut the door, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some vampires had cut the ribbon, we would have begun.	There was at least one vampire.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some vampires had cut the ribbon, we would have begun.	There was at least one vampire.	weak	unreal	conditional	positive	some	neutral	anti
If some vampires had cut the ribbon, we would have begun.	There was at least one vampire.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some goblins had let the dog in, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some goblins had let the dog in, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	anti
If some goblins had let the dog in, we would have begun.	There was at least one goblin.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some krakens had hit the ball, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some krakens had hit the ball, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	anti
If some krakens had hit the ball, we would have begun.	There was at least one kraken.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some dragons had shut the door, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some dragons had shut the door, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	anti
If some dragons had shut the door, we would have begun.	There was at least one dragon.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some mermaids had put the book on the shelf, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	pro
According to historical records, somes were never real. If some mermaids had put the book on the shelf, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	anti
If some mermaids had put the book on the shelf, we would have begun.	There was at least one mermaid.	weak	unreal	conditional	positive	some	neutral	neutral
According to folklore, somes once roamed the lands freely. If some trolls had spread the rumor, we would have begun.	There was at least one troll.	weak	unreal	conditional	positive	some	neutral	pro
